freq,psd_x,psd_y,psd_z,psd_xyz
0.0,3.058e+01,3.116e+01,1.477e+02,2.094e+02
1.6,1.208e+02,1.092e+02,2.651e+02,4.951e+02
3.1,1.325e+02,1.259e+02,2.561e+02,5.145e+02
4.7,1.383e+02,1.293e+02,5.385e+02,8.061e+02
6.3,1.316e+02,1.415e+02,1.436e+03,1.709e+03
7.8,1.342e+02,1.302e+02,2.158e+03,2.422e+03
9.4,1.435e+02,1.272e+02,2.870e+03,3.141e+03
10.9,1.356e+02,1.357e+02,3.796e+03,4.067e+03
12.5,1.462e+02,1.332e+02,4.880e+03,5.160e+03
14.1,1.375e+02,1.361e+02,6.467e+03,6.741e+03
15.6,1.208e+02,1.405e+02,8.853e+03,9.114e+03
17.2,1.404e+02,1.499e+02,1.101e+04,1.130e+04
18.8,1.553e+02,1.776e+02,1.444e+04,1.478e+04
20.3,1.706e+02,1.834e+02,1.780e+04,1.815e+04
21.9,2.706e+02,1.674e+02,2.101e+04,2.145e+04
23.4,4.470e+02,1.769e+02,2.386e+04,2.449e+04
25.0,6.053e+02,2.457e+02,2.702e+04,2.787e+04
26.6,7.358e+02,3.018e+02,3.117e+04,3.221e+04
28.1,8.331e+02,2.734e+02,3.665e+04,3.775e+04
29.7,1.033e+03,2.736e+02,4.034e+04,4.165e+04
31.3,1.164e+03,2.899e+02,4.030e+04,4.175e+04
32.8,1.123e+03,3.181e+02,3.685e+04,3.829e+04
34.4,9.777e+02,3.151e+02,3.413e+04,3.543e+04
35.9,7.743e+02,3.422e+02,3.148e+04,3.259e+04
37.5,5.609e+02,3.943e+02,3.131e+04,3.226e+04
39.1,4.761e+02,4.128e+02,2.920e+04,3.009e+04
40.6,4.716e+02,3.497e+02,2.639e+04,2.721e+04
42.2,5.684e+02,3.707e+02,2.411e+04,2.505e+04
43.8,6.974e+02,4.240e+02,2.026e+04,2.138e+04
45.3,8.416e+02,4.920e+02,2.070e+04,2.203e+04
46.9,9.353e+02,4.926e+02,2.264e+04,2.407e+04
48.4,9.589e+02,4.112e+02,1.479e+04,1.616e+04
50.0,9.391e+02,4.052e+02,8.486e+03,9.831e+03
51.6,9.934e+02,4.243e+02,8.894e+03,1.031e+04
53.1,1.070e+03,4.778e+02,1.093e+04,1.247e+04
54.7,1.089e+03,5.476e+02,1.258e+04,1.422e+04
