freq,psd_x,psd_y,psd_z,psd_xyz
0.0,5.500e+02,9.312e+01,6.151e+01,7.046e+02
1.5,5.419e+02,2.324e+02,2.371e+02,1.011e+03
3.0,2.925e+02,2.289e+02,2.623e+02,7.838e+02
4.5,5.565e+02,2.229e+02,2.626e+02,1.042e+03
6.0,1.454e+03,2.386e+02,2.611e+02,1.954e+03
7.5,2.178e+03,2.286e+02,2.788e+02,2.685e+03
9.0,3.094e+03,2.289e+02,3.035e+02,3.626e+03
10.5,4.272e+03,2.680e+02,3.142e+02,4.854e+03
12.0,5.346e+03,2.738e+02,3.548e+02,5.975e+03
13.5,6.382e+03,3.034e+02,4.006e+02,7.086e+03
15.0,7.949e+03,3.964e+02,4.414e+02,8.787e+03
16.5,9.702e+03,4.820e+02,5.811e+02,1.076e+04
18.0,1.139e+04,5.712e+02,7.350e+02,1.269e+04
19.5,1.366e+04,5.746e+02,7.805e+02,1.502e+04
21.0,1.590e+04,5.159e+02,7.613e+02,1.718e+04
22.5,1.761e+04,4.894e+02,7.021e+02,1.880e+04
24.0,1.947e+04,4.487e+02,6.802e+02,2.060e+04
25.5,2.117e+04,4.863e+02,8.452e+02,2.250e+04
26.9,2.271e+04,8.808e+02,1.490e+03,2.509e+04
28.4,2.651e+04,1.374e+03,2.356e+03,3.024e+04
29.9,3.076e+04,1.999e+03,3.598e+03,3.636e+04
31.4,3.384e+04,2.403e+03,3.948e+03,4.020e+04
32.9,3.726e+04,2.041e+03,3.792e+03,4.309e+04
34.4,4.009e+04,1.719e+03,4.083e+03,4.589e+04
35.9,4.273e+04,1.592e+03,3.586e+03,4.790e+04
37.4,4.402e+04,1.531e+03,3.631e+03,4.918e+04
38.9,4.344e+04,1.887e+03,3.920e+03,4.924e+04
40.4,4.362e+04,2.661e+03,5.123e+03,5.140e+04
41.9,4.118e+04,2.833e+03,5.650e+03,4.966e+04
43.4,3.787e+04,2.168e+03,3.190e+03,4.323e+04
44.9,4.244e+04,1.854e+03,2.094e+03,4.639e+04
46.4,5.097e+04,1.803e+03,1.849e+03,5.462e+04
47.9,5.793e+04,1.728e+03,1.621e+03,6.128e+04
49.4,6.330e+04,2.628e+03,2.614e+03,6.854e+04
50.9,7.094e+04,7.171e+03,7.490e+03,8.560e+04
52.4,8.209e+04,9.465e+03,9.767e+03,1.013e+05
53.9,9.558e+04,5.013e+03,3.828e+03,1.044e+05
55.4,1.095e+05,3.754e+03,1.565e+03,1.148e+05
