freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.067e+02,1.140e+02,2.918e+02,5.125e+02
1.5,4.222e+02,5.501e+02,7.037e+02,1.676e+03
3.0,7.012e+02,8.612e+02,1.149e+03,2.712e+03
4.5,1.084e+03,1.334e+03,2.112e+03,4.530e+03
6.0,1.036e+03,1.225e+03,2.977e+03,5.238e+03
7.5,9.067e+02,1.170e+03,3.692e+03,5.769e+03
9.0,9.889e+02,1.327e+03,4.751e+03,7.067e+03
10.5,1.006e+03,1.346e+03,5.781e+03,8.133e+03
12.0,1.185e+03,1.604e+03,7.455e+03,1.024e+04
13.5,1.487e+03,2.002e+03,9.346e+03,1.283e+04
15.0,1.846e+03,2.501e+03,1.179e+04,1.614e+04
16.4,2.026e+03,2.817e+03,1.412e+04,1.897e+04
17.9,1.920e+03,2.730e+03,1.654e+04,2.119e+04
19.4,1.569e+03,2.149e+03,1.896e+04,2.268e+04
20.9,1.412e+03,1.779e+03,2.174e+04,2.493e+04
22.4,1.108e+03,1.355e+03,2.364e+04,2.610e+04
23.9,9.604e+02,1.093e+03,2.544e+04,2.749e+04
25.4,8.300e+02,9.303e+02,2.681e+04,2.857e+04
26.9,8.049e+02,8.287e+02,2.734e+04,2.897e+04
28.4,8.773e+02,6.173e+02,2.850e+04,3.000e+04
29.9,1.131e+03,5.819e+02,3.084e+04,3.255e+04
31.4,1.048e+03,5.916e+02,3.213e+04,3.377e+04
32.9,8.342e+02,6.674e+02,3.182e+04,3.332e+04
34.4,7.353e+02,6.729e+02,3.124e+04,3.265e+04
35.9,8.644e+02,6.881e+02,3.410e+04,3.565e+04
37.4,1.087e+03,6.469e+02,3.911e+04,4.084e+04
38.9,1.263e+03,6.114e+02,4.565e+04,4.752e+04
40.4,1.494e+03,7.502e+02,5.546e+04,5.770e+04
41.9,1.887e+03,1.090e+03,6.922e+04,7.220e+04
43.4,2.403e+03,1.559e+03,7.910e+04,8.306e+04
44.9,3.102e+03,1.977e+03,9.432e+04,9.940e+04
46.4,5.121e+03,2.585e+03,1.295e+05,1.372e+05
47.8,8.878e+03,2.934e+03,1.641e+05,1.760e+05
49.3,7.413e+03,2.308e+03,1.005e+05,1.102e+05
50.8,4.645e+03,1.709e+03,4.046e+04,4.681e+04
52.3,1.043e+04,1.624e+03,6.775e+04,7.981e+04
53.8,1.896e+04,3.017e+03,1.205e+05,1.425e+05
55.3,2.742e+04,5.164e+03,1.565e+05,1.891e+05
56.8,3.066e+04,5.885e+03,1.311e+05,1.676e+05
58.3,3.327e+04,7.924e+03,9.116e+04,1.324e+05
59.8,3.619e+04,1.295e+04,8.784e+04,1.370e+05
61.3,3.542e+04,1.720e+04,1.679e+05,2.206e+05
62.8,2.812e+04,2.015e+04,2.683e+05,3.166e+05
64.3,2.440e+04,2.571e+04,2.814e+05,3.315e+05
65.8,2.199e+04,2.133e+04,2.178e+05,2.612e+05
67.3,1.779e+04,1.741e+04,1.665e+05,2.017e+05
68.8,1.321e+04,1.757e+04,1.470e+05,1.778e+05
70.3,1.589e+04,2.060e+04,1.474e+05,1.839e+05
71.8,2.266e+04,2.500e+04,1.456e+05,1.933e+05
73.3,2.452e+04,3.039e+04,1.393e+05,1.942e+05
74.8,2.429e+04,3.488e+04,1.265e+05,1.857e+05
76.3,2.082e+04,3.735e+04,1.152e+05,1.734e+05
77.8,1.423e+04,3.839e+04,1.155e+05,1.681e+05
79.2,1.285e+04,4.083e+04,1.309e+05,1.846e+05
80.7,1.902e+04,4.583e+04,1.491e+05,2.140e+05
82.2,2.314e+04,4.724e+04,1.494e+05,2.198e+05
83.7,2.370e+04,4.715e+04,1.546e+05,2.254e+05
85.2,2.318e+04,4.679e+04,1.723e+05,2.422e+05
86.7,2.240e+04,4.138e+04,1.837e+05,2.475e+05
88.2,2.150e+04,3.245e+04,1.884e+05,2.424e+05
89.7,2.083e+04,2.551e+04,1.886e+05,2.349e+05
91.2,1.925e+04,2.160e+04,1.783e+05,2.192e+05
92.7,1.638e+04,2.045e+04,1.636e+05,2.005e+05
94.2,1.382e+04,2.295e+04,1.456e+05,1.824e+05
95.7,1.179e+04,2.835e+04,1.260e+05,1.661e+05
97.2,1.208e+04,2.828e+04,1.093e+05,1.497e+05
98.7,1.366e+04,2.208e+04,9.898e+04,1.347e+05
100.2,1.397e+04,1.611e+04,8.278e+04,1.129e+05
101.7,1.421e+04,1.152e+04,6.291e+04,8.864e+04
103.2,1.407e+04,8.621e+03,4.331e+04,6.600e+04
104.7,1.428e+04,8.748e+03,2.916e+04,5.219e+04
106.2,1.404e+04,1.276e+04,2.576e+04,5.256e+04
107.7,1.454e+04,1.748e+04,3.025e+04,6.228e+04
109.2,1.454e+04,1.947e+04,3.680e+04,7.081e+04
110.6,1.681e+04,2.193e+04,4.741e+04,8.614e+04
112.1,2.135e+04,2.359e+04,5.931e+04,1.042e+05
113.6,2.581e+04,2.253e+04,6.884e+04,1.172e+05
115.1,2.585e+04,1.757e+04,7.315e+04,1.166e+05
116.6,2.228e+04,1.206e+04,7.466e+04,1.090e+05
118.1,1.988e+04,8.365e+03,7.341e+04,1.017e+05
119.6,1.807e+04,5.891e+03,6.904e+04,9.300e+04
121.1,1.621e+04,4.208e+03,6.495e+04,8.536e+04
122.6,1.466e+04,3.238e+03,6.267e+04,8.057e+04
124.1,1.297e+04,3.245e+03,6.200e+04,7.821e+04
125.6,1.212e+04,4.035e+03,6.713e+04,8.328e+04
127.1,1.000e+04,4.937e+03,7.652e+04,9.146e+04
128.6,8.140e+03,5.007e+03,8.203e+04,9.518e+04
130.1,6.824e+03,4.528e+03,8.392e+04,9.528e+04
131.6,5.708e+03,3.659e+03,7.800e+04,8.737e+04
133.1,3.408e+03,2.212e+03,3.504e+04,4.066e+04
134.6,1.965e+03,1.245e+03,3.552e+03,6.761e+03
136.1,1.942e+03,1.093e+03,1.446e+03,4.481e+03
137.6,1.880e+03,1.118e+03,1.041e+03,4.039e+03
139.1,2.002e+03,1.274e+03,9.683e+02,4.243e+03
140.6,2.844e+03,1.513e+03,9.463e+02,5.303e+03
142.0,3.969e+03,1.925e+03,9.881e+02,6.883e+03
143.5,5.651e+03,2.776e+03,1.260e+03,9.687e+03
145.0,6.664e+03,3.766e+03,1.715e+03,1.214e+04
146.5,5.537e+03,3.856e+03,1.945e+03,1.134e+04
148.0,3.240e+03,2.675e+03,1.999e+03,7.914e+03
149.5,1.931e+03,1.575e+03,2.165e+03,5.671e+03
151.0,1.539e+03,1.261e+03,2.274e+03,5.074e+03
152.5,1.518e+03,1.660e+03,2.397e+03,5.575e+03
154.0,1.868e+03,2.303e+03,2.721e+03,6.892e+03
155.5,2.572e+03,3.160e+03,3.059e+03,8.791e+03
157.0,3.560e+03,4.169e+03,3.469e+03,1.120e+04
158.5,4.080e+03,4.579e+03,3.823e+03,1.248e+04
160.0,4.179e+03,4.439e+03,3.684e+03,1.230e+04
161.5,4.540e+03,4.988e+03,3.661e+03,1.319e+04
163.0,5.008e+03,5.616e+03,4.288e+03,1.491e+04
164.5,5.237e+03,5.718e+03,4.559e+03,1.551e+04
166.0,5.210e+03,5.838e+03,4.805e+03,1.585e+04
167.5,4.815e+03,5.979e+03,5.481e+03,1.628e+04
169.0,4.280e+03,6.049e+03,6.631e+03,1.696e+04
170.5,4.184e+03,6.224e+03,7.695e+03,1.810e+04
172.0,4.282e+03,5.790e+03,7.408e+03,1.748e+04
173.4,4.607e+03,5.985e+03,7.747e+03,1.834e+04
174.9,4.919e+03,6.718e+03,8.645e+03,2.028e+04
176.4,5.197e+03,7.203e+03,9.531e+03,2.193e+04
177.9,5.127e+03,7.240e+03,1.019e+04,2.255e+04
