freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.467e+03,2.511e+02,9.177e+01,1.810e+03
1.6,9.832e+02,2.877e+02,3.008e+02,1.572e+03
3.1,2.253e+02,1.877e+02,3.195e+02,7.325e+02
4.7,6.000e+02,2.151e+02,3.456e+02,1.161e+03
6.3,1.500e+03,2.104e+02,3.549e+02,2.066e+03
7.8,2.245e+03,2.159e+02,3.320e+02,2.793e+03
9.4,3.087e+03,2.236e+02,3.446e+02,3.655e+03
10.9,3.981e+03,2.146e+02,3.203e+02,4.516e+03
12.5,5.067e+03,1.993e+02,3.279e+02,5.594e+03
14.1,6.272e+03,2.038e+02,3.267e+02,6.802e+03
15.6,7.779e+03,2.136e+02,3.259e+02,8.319e+03
17.2,9.527e+03,2.095e+02,3.167e+02,1.005e+04
18.8,1.148e+04,1.970e+02,3.451e+02,1.202e+04
20.3,1.327e+04,1.920e+02,3.212e+02,1.379e+04
21.9,1.527e+04,2.231e+02,3.081e+02,1.580e+04
23.4,1.720e+04,2.433e+02,3.351e+02,1.778e+04
25.0,1.850e+04,2.881e+02,3.797e+02,1.916e+04
26.6,2.032e+04,2.654e+02,3.557e+02,2.094e+04
28.1,2.361e+04,2.235e+02,3.770e+02,2.421e+04
29.7,2.752e+04,2.009e+02,3.482e+02,2.807e+04
31.3,3.085e+04,2.125e+02,2.983e+02,3.136e+04
32.8,3.453e+04,2.260e+02,3.452e+02,3.510e+04
34.4,3.849e+04,2.306e+02,3.603e+02,3.908e+04
36.0,4.285e+04,2.410e+02,3.527e+02,4.344e+04
37.5,4.741e+04,2.615e+02,3.681e+02,4.804e+04
39.1,5.162e+04,3.123e+02,3.419e+02,5.227e+04
40.6,5.540e+04,3.672e+02,3.481e+02,5.612e+04
42.2,6.206e+04,3.793e+02,3.970e+02,6.284e+04
43.8,6.951e+04,5.091e+02,9.407e+02,7.096e+04
45.3,7.892e+04,1.832e+03,4.174e+03,8.492e+04
46.9,9.153e+04,3.633e+03,8.070e+03,1.032e+05
48.5,1.040e+05,3.843e+03,9.044e+03,1.169e+05
50.0,1.140e+05,2.680e+03,6.084e+03,1.227e+05
51.6,1.366e+05,8.950e+03,1.821e+04,1.637e+05
53.2,1.697e+05,1.687e+04,3.424e+04,2.208e+05
54.7,1.698e+05,2.534e+04,4.503e+04,2.402e+05
56.3,1.582e+05,2.275e+04,3.212e+04,2.131e+05
57.8,1.810e+05,2.016e+04,2.692e+04,2.281e+05
59.4,2.273e+05,2.250e+04,3.108e+04,2.809e+05
61.0,2.860e+05,3.074e+04,4.036e+04,3.571e+05
62.5,3.641e+05,5.683e+04,8.655e+04,5.075e+05
64.1,4.647e+05,5.355e+04,7.864e+04,5.969e+05
65.7,4.863e+05,3.962e+04,4.988e+04,5.758e+05
67.2,3.960e+05,2.400e+04,2.218e+04,4.422e+05
68.8,3.082e+05,1.528e+04,7.644e+03,3.311e+05
70.3,3.099e+05,1.310e+04,3.866e+03,3.268e+05
71.9,4.116e+05,1.409e+04,7.404e+03,4.331e+05
73.5,5.609e+05,1.773e+04,2.453e+04,6.032e+05
75.0,7.842e+05,3.167e+04,6.642e+04,8.823e+05
76.6,9.817e+05,5.656e+04,1.046e+05,1.143e+06
78.2,1.122e+06,8.188e+04,1.136e+05,1.318e+06
79.7,1.391e+06,1.141e+05,8.269e+04,1.588e+06
81.3,1.758e+06,1.428e+05,5.504e+04,1.956e+06
82.9,2.189e+06,1.483e+05,4.852e+04,2.386e+06
84.4,3.199e+06,1.824e+05,7.086e+04,3.452e+06
86.0,5.076e+06,3.031e+05,9.734e+04,5.477e+06
87.5,7.854e+06,6.046e+05,9.214e+04,8.550e+06
89.1,9.874e+06,9.542e+05,6.922e+04,1.090e+07
90.7,1.054e+07,1.108e+06,5.747e+04,1.171e+07
92.2,1.025e+07,1.084e+06,5.404e+04,1.139e+07
93.8,9.651e+06,1.026e+06,5.216e+04,1.073e+07
95.4,8.968e+06,9.673e+05,5.220e+04,9.987e+06
96.9,8.063e+06,8.832e+05,4.983e+04,8.996e+06
98.5,7.190e+06,8.239e+05,4.937e+04,8.063e+06
100.1,6.433e+06,7.840e+05,4.609e+04,7.264e+06
101.6,5.626e+06,7.682e+05,4.786e+04,6.442e+06
103.2,4.736e+06,7.514e+05,6.315e+04,5.551e+06
104.7,3.908e+06,6.916e+05,6.650e+04,4.666e+06
106.3,3.360e+06,6.412e+05,6.232e+04,4.064e+06
107.9,3.041e+06,6.081e+05,6.071e+04,3.710e+06
109.4,2.813e+06,5.994e+05,6.169e+04,3.474e+06
111.0,2.678e+06,6.139e+05,6.354e+04,3.355e+06
112.6,2.629e+06,6.271e+05,5.878e+04,3.315e+06
114.1,2.593e+06,6.526e+05,5.363e+04,3.299e+06
115.7,2.598e+06,7.138e+05,5.334e+04,3.365e+06
117.2,2.651e+06,8.084e+05,4.868e+04,3.508e+06
118.8,2.751e+06,9.265e+05,2.852e+04,3.706e+06
120.4,2.813e+06,1.043e+06,1.246e+04,3.868e+06
121.9,2.648e+06,1.105e+06,7.604e+03,3.760e+06
123.5,1.960e+06,9.987e+05,7.957e+03,2.967e+06
125.1,1.195e+06,7.725e+05,1.456e+04,1.982e+06
126.6,8.227e+05,6.034e+05,1.604e+04,1.442e+06
128.2,5.323e+05,4.175e+05,9.329e+03,9.591e+05
129.8,4.062e+05,3.430e+05,8.087e+03,7.573e+05
131.3,2.621e+05,2.438e+05,5.907e+03,5.118e+05
132.9,1.195e+05,1.212e+05,2.999e+03,2.437e+05
134.4,3.288e+04,2.322e+04,1.837e+03,5.793e+04
136.0,2.217e+04,9.919e+03,2.373e+03,3.447e+04
137.6,1.691e+04,7.308e+03,2.440e+03,2.666e+04
139.1,1.256e+04,5.462e+03,2.440e+03,2.047e+04
140.7,1.070e+04,4.661e+03,2.647e+03,1.801e+04
142.3,9.102e+03,4.209e+03,2.971e+03,1.628e+04
143.8,8.251e+03,3.641e+03,3.293e+03,1.518e+04
145.4,7.691e+03,3.271e+03,3.295e+03,1.426e+04
147.0,6.435e+03,3.192e+03,2.758e+03,1.238e+04
148.5,4.679e+03,2.504e+03,2.242e+03,9.425e+03
150.1,3.326e+03,1.621e+03,1.959e+03,6.906e+03
151.6,3.274e+03,1.410e+03,1.745e+03,6.429e+03
153.2,5.810e+03,2.879e+03,2.999e+03,1.169e+04
154.8,9.375e+03,4.840e+03,4.763e+03,1.898e+04
156.3,1.034e+04,4.882e+03,4.879e+03,2.011e+04
157.9,1.033e+04,4.421e+03,4.708e+03,1.946e+04
159.5,1.108e+04,4.794e+03,5.225e+03,2.110e+04
161.0,1.233e+04,5.387e+03,6.276e+03,2.399e+04
162.6,1.352e+04,6.124e+03,7.038e+03,2.669e+04
164.1,1.817e+04,7.104e+03,6.978e+03,3.225e+04
165.7,1.836e+04,7.371e+03,6.350e+03,3.208e+04
167.3,1.163e+04,6.377e+03,4.847e+03,2.285e+04
168.8,6.530e+03,5.070e+03,3.219e+03,1.482e+04
170.4,5.538e+03,5.173e+03,2.985e+03,1.370e+04
172.0,6.305e+03,5.468e+03,2.914e+03,1.469e+04
173.5,8.885e+03,8.185e+03,4.391e+03,2.146e+04
175.1,1.366e+04,1.191e+04,9.236e+03,3.481e+04
176.7,1.428e+04,1.191e+04,1.108e+04,3.727e+04
178.2,9.675e+03,9.179e+03,8.985e+03,2.784e+04
179.8,8.584e+03,7.603e+03,1.056e+04,2.675e+04
181.3,1.091e+04,1.061e+04,1.760e+04,3.912e+04
182.9,9.805e+03,1.041e+04,2.113e+04,4.134e+04
184.5,1.090e+04,1.048e+04,2.481e+04,4.619e+04
186.0,1.453e+04,1.415e+04,2.558e+04,5.426e+04
187.6,1.575e+04,1.575e+04,2.669e+04,5.819e+04
189.2,1.526e+04,1.470e+04,2.495e+04,5.490e+04
190.7,2.410e+04,9.447e+03,2.736e+04,6.090e+04
192.3,2.914e+04,4.465e+03,2.895e+04,6.256e+04
193.9,2.673e+04,4.070e+03,2.827e+04,5.907e+04
195.4,2.287e+04,3.898e+03,2.435e+04,5.112e+04
197.0,1.740e+04,3.311e+03,1.980e+04,4.051e+04
198.5,1.188e+04,3.711e+03,1.495e+04,3.054e+04
